POSE,R_SHOULDER_X,R_SHOULDER_Y,R_SHOULDER_Z,R_SHOULDER_V,R_ELBOW_X,R_ELBOW_Y,R_ELBOW_Z,R_ELBOW_V,R_WRIST_X,R_WRIST_Y,R_WRIST_Z,R_WRIST_V,L_SHOULDER_X,L_SHOULDER_Y,L_SHOULDER_Z,L_SHOULDER_V,L_ELBOW_X,L_ELBOW_Y,L_ELBOW_Z,L_ELBOW_V,L_WRIST_X,L_WRIST_Y,L_WRIST_Z,L_WRIST_V
backward,0.5999941229820251,0.2260189801454544,0.035081397742033005,0.9992420077323914,0.5509909391403198,0.43421417474746704,-0.27582257986068726,0.9895162582397461,0.5563466548919678,0.16956353187561035,-0.6751048564910889,0.9987905025482178,0.7798381447792053,0.22572121024131775,-0.01798463985323906,0.9997397661209106,0.8363473415374756,0.41986900568008423,-0.3424645662307739,0.9980318546295166,0.8186942338943481,0.15562613308429718,-0.6971743106842041,0.9967821836471558
backward,0.604798436164856,0.22621306777000427,0.05092189460992813,0.9993077516555786,0.5508359670639038,0.43205276131629944,-0.24565717577934265,0.9905452132225037,0.560858964920044,0.1673324704170227,-0.6511934995651245,0.9989096522331238,0.783443808555603,0.226827934384346,-0.030368421226739883,0.9997512102127075,0.8384039998054504,0.4194714426994324,-0.34299513697624207,0.9982209801673889,0.821753203868866,0.1540081948041916,-0.6795581579208374,0.9971010684967041
backward,0.6066414713859558,0.22091622650623322,0.054841674864292145,0.9993708729743958,0.5546063184738159,0.4313136339187622,-0.23514607548713684,0.9914729595184326,0.5645096302032471,0.1679033488035202,-0.6413565278053284,0.9990175366401672,0.785487174987793,0.2273867428302765,-0.04383398965001106,0.9997662901878357,0.8382866978645325,0.4208196997642517,-0.35236653685569763,0.9983909726142883,0.8234439492225647,0.15406104922294617,-0.6823805570602417,0.9973887205123901
backward,0.6063780188560486,0.21884508430957794,0.04239309951663017,0.9994288086891174,0.5572236776351929,0.4316648542881012,-0.26151224970817566,0.9923054575920105,0.5674976110458374,0.17338219285011292,-0.6871222257614136,0.999113142490387,0.7863848805427551,0.2276388257741928,-0.03668324649333954,0.9997826218605042,0.8363368511199951,0.4247927963733673,-0.34409692883491516,0.9985442757606506,0.8255354166030884,0.15738029778003693,-0.6605739593505859,0.9976469278335571
backward,0.6062416434288025,0.22105146944522858,0.07489658892154694,0.9994820356369019,0.5569916367530823,0.43079158663749695,-0.23107604682445526,0.9930581450462341,0.5703004002571106,0.17067156732082367,-0.6349104642868042,0.999199628829956,0.785939633846283,0.2300608605146408,-0.019696375355124474,0.9997992515563965,0.8354906439781189,0.42472049593925476,-0.32690516114234924,0.9986848831176758,0.8251935243606567,0.15361158549785614,-0.6235541105270386,0.9978803992271423
backward,0.6078057885169983,0.21987640857696533,0.08726298809051514,0.999530017375946,0.558137834072113,0.4298681616783142,-0.19949845969676971,0.9937376976013184,0.5725855231285095,0.1718193143606186,-0.5904482007026672,0.9992777109146118,0.7860439419746399,0.23092937469482422,-0.003905626479536295,0.999813973903656,0.8343204855918884,0.4298624098300934,-0.27953797578811646,0.9988107681274414,0.8255395889282227,0.15720544755458832,-0.5469392538070679,0.9980906248092651
backward,0.6089057922363281,0.21624334156513214,0.09275922924280167,0.9995739459991455,0.557989239692688,0.4255084991455078,-0.17460229992866516,0.9943534135818481,0.5721436142921448,0.1680760681629181,-0.5431487560272217,0.999349057674408,0.7860867381095886,0.23073655366897583,0.013075942173600197,0.9998286366462708,0.8337881565093994,0.4314316511154175,-0.2520224452018738,0.9989252686500549,0.8255900740623474,0.15600131452083588,-0.5292801260948181,0.9982807040214539
backward,0.6078880429267883,0.21402913331985474,0.07282610237598419,0.9996069669723511,0.5583497285842896,0.4253891408443451,-0.17564548552036285,0.9948942065238953,0.5719696283340454,0.16531647741794586,-0.5501488447189331,0.9994086623191833,0.7844502329826355,0.23002725839614868,-0.0014284306671470404,0.9998319745063782,0.8332659602165222,0.4305795729160309,-0.27014848589897156,0.9990240931510925,0.8251933455467224,0.15461431443691254,-0.5486050248146057,0.9984483122825623
backward,0.6067135334014893,0.21302281320095062,0.06840267777442932,0.999640166759491,0.5580727458000183,0.4236416518688202,-0.1802162528038025,0.9953843951225281,0.5713812112808228,0.1614438146352768,-0.5794917941093445,0.9994645118713379,0.783503532409668,0.22818654775619507,0.01278627011924982,0.9998419880867004,0.8327944874763489,0.43025967478752136,-0.2660352289676666,0.9991147518157959,0.8250061869621277,0.15197345614433289,-0.5557973384857178,0.998600959777832
backward,0.6066213250160217,0.21314767003059387,0.07203805446624756,0.9996691942214966,0.5582727789878845,0.42190080881118774,-0.1995479315519333,0.9958274960517883,0.5703848600387573,0.16245992481708527,-0.5883495211601257,0.9995139241218567,0.7831045389175415,0.22716397047042847,0.004895636346191168,0.9998484253883362,0.8327242732048035,0.4298588037490845,-0.26928624510765076,0.9991963505744934,0.825299084186554,0.15243524312973022,-0.5514881014823914,0.9987368583679199
backward,0.6062222123146057,0.21260672807693481,0.06935638934373856,0.9996933937072754,0.558354377746582,0.4213625192642212,-0.23426946997642517,0.9962256550788879,0.5695506930351257,0.16379214823246002,-0.6414525508880615,0.9995586276054382,0.783151388168335,0.22709907591342926,-0.0024544140323996544,0.9998507499694824,0.8326513171195984,0.4295452833175659,-0.2724992036819458,0.9992702603340149,0.8257440328598022,0.1533663272857666,-0.5544044971466064,0.998859703540802
backward,0.6059502959251404,0.20992732048034668,0.06679271161556244,0.9997173547744751,0.5576888918876648,0.42203032970428467,-0.23937365412712097,0.9965875148773193,0.5689302086830139,0.16469509899616241,-0.6474335789680481,0.9996001720428467,0.7830697894096375,0.2268572598695755,0.008934808894991875,0.9998576045036316,0.8319005966186523,0.43019500374794006,-0.2730930745601654,0.9993384480476379,0.8265089392662048,0.15384580194950104,-0.5674110651016235,0.9989715218544006
backward,0.6062238216400146,0.206180602312088,0.06466695666313171,0.9997385740280151,0.5583073496818542,0.4200909435749054,-0.2671627700328827,0.9969115853309631,0.5689128041267395,0.16024798154830933,-0.6887283325195312,0.9996364116668701,0.7834469676017761,0.2265053391456604,0.002375379903241992,0.99986332654953,0.8317397236824036,0.43190303444862366,-0.29196223616600037,0.9993993639945984,0.8282464742660522,0.15439577400684357,-0.6192771792411804,0.9990715384483337
backward,0.6062564253807068,0.20508648455142975,0.03998558223247528,0.9997593760490417,0.5579282641410828,0.419894278049469,-0.28436169028282166,0.9971993565559387,0.5707125067710876,0.16050198674201965,-0.7051756978034973,0.9996702075004578,0.7850841283798218,0.22645629942417145,-0.016937118023633957,0.9998712539672852,0.831498384475708,0.4332539737224579,-0.31682687997817993,0.9994497299194336,0.8296597003936768,0.1554313749074936,-0.6568370461463928,0.9991617798805237
backward,0.6060521602630615,0.20559003949165344,0.03040294535458088,0.9997783899307251,0.5578069686889648,0.41995590925216675,-0.29856395721435547,0.9974691271781921,0.5723574161529541,0.1612665355205536,-0.7086498737335205,0.9997016191482544,0.7864186763763428,0.22719252109527588,0.007421317510306835,0.9998799562454224,0.8327471017837524,0.43313026428222656,-0.3077556788921356,0.9994994401931763,0.8321806192398071,0.15791866183280945,-0.6609218716621399,0.9992439150810242
backward,0.6089786291122437,0.20592017471790314,0.024703307077288628,0.9997943043708801,0.5596439838409424,0.41647037863731384,-0.30908456444740295,0.9977114796638489,0.5796447992324829,0.15995264053344727,-0.7027906179428101,0.9997297525405884,0.7898028492927551,0.22800996899604797,0.038086093962192535,0.9998870491981506,0.8414243459701538,0.4332333207130432,-0.2593153715133667,0.9995438456535339,0.8389446139335632,0.16002820432186127,-0.6156414747238159,0.9993178248405457
backward,0.6121665835380554,0.20685717463493347,-0.030611833557486534,0.9998088479042053,0.5644025206565857,0.4166536033153534,-0.4034692943096161,0.9979134798049927,0.5886080265045166,0.15834173560142517,-0.8056027889251709,0.999754011631012,0.7926203012466431,0.23369646072387695,0.026515331119298935,0.9998930096626282,0.8476120829582214,0.435111403465271,-0.26611262559890747,0.9995651841163635,0.8473926782608032,0.16191771626472473,-0.6573303937911987,0.9993818998336792
backward,0.6178415417671204,0.20885306596755981,-0.03568360581994057,0.9998149871826172,0.5739233493804932,0.42393943667411804,-0.40835845470428467,0.9980971813201904,0.593855619430542,0.15945445001125336,-0.8125931620597839,0.9997767210006714,0.7980011701583862,0.2358897477388382,0.03292660787701607,0.9998899698257446,0.8520328402519226,0.43622687458992004,-0.2678891122341156,0.9995827674865723,0.8570190072059631,0.16646644473075867,-0.6496743559837341,0.9994394779205322
backward,0.6267003417015076,0.20952394604682922,-0.02686203457415104,0.9998207688331604,0.579767644405365,0.4254111051559448,-0.3826589584350586,0.9982682466506958,0.5993832945823669,0.15977871417999268,-0.7794409394264221,0.9997967481613159,0.8048704862594604,0.24028922617435455,0.04749847576022148,0.9998843669891357,0.8610094785690308,0.4375097453594208,-0.19573086500167847,0.9996035099029541,0.8693402409553528,0.1752503365278244,-0.4885188937187195,0.999489963054657
backward,0.6358699798583984,0.21003033220767975,-0.023694634437561035,0.9998166561126709,0.5903023481369019,0.42882469296455383,-0.3718154728412628,0.9984197020530701,0.6084566116333008,0.16067074239253998,-0.7675521969795227,0.9998149275779724,0.8137187361717224,0.2421008050441742,0.046824585646390915,0.9998611211776733,0.8706153631210327,0.43904978036880493,-0.20022715628147125,0.9996190071105957,0.8810280561447144,0.1747930496931076,-0.4859369099140167,0.9995332956314087
backward,0.6422293782234192,0.21263274550437927,-0.042494915425777435,0.9998168349266052,0.5994767546653748,0.429404616355896,-0.4074726402759552,0.9985501766204834,0.6202837824821472,0.16199727356433868,-0.8113601207733154,0.999832272529602,0.8213461637496948,0.24748145043849945,0.038003820925951004,0.9998630881309509,0.8864572048187256,0.44071251153945923,-0.2473141998052597,0.9996395111083984,0.8999885320663452,0.17609365284442902,-0.6097586154937744,0.9995778799057007
backward,0.6513856649398804,0.21336521208286285,-0.0810415968298912,0.9997638463973999,0.604887843132019,0.43001997470855713,-0.47604095935821533,0.9986563324928284,0.6317456364631653,0.1591191589832306,-0.9066944718360901,0.9998447299003601,0.8331090211868286,0.2473483681678772,0.025836382061243057,0.9998252391815186,0.8975450396537781,0.4446280598640442,-0.27812209725379944,0.9996415972709656,0.9155805110931396,0.17624394595623016,-0.6561689376831055,0.9996118545532227
backward,0.6617860198020935,0.21480035781860352,-0.11743425577878952,0.9996247887611389,0.6176130771636963,0.42953774333000183,-0.5210647583007812,0.9987117648124695,0.6470562815666199,0.1501624584197998,-0.9478451013565063,0.9998487830162048,0.8461430072784424,0.2493826150894165,0.013875513337552547,0.9996950030326843,0.9085691571235657,0.4499991536140442,-0.2778201699256897,0.9996007084846497,0.9281707406044006,0.17928335070610046,-0.6433299779891968,0.9996286630630493
backward,0.6744870543479919,0.21492305397987366,-0.10607513785362244,0.9995155334472656,0.6294875741004944,0.42693954706192017,-0.49890264868736267,0.9987757205963135,0.6595699787139893,0.14629881083965302,-0.9305298328399658,0.9998551607131958,0.8612744808197021,0.25064221024513245,-0.011495758779346943,0.9996126890182495,0.9191135168075562,0.45597943663597107,-0.31772929430007935,0.999576210975647,0.9423268437385559,0.18330393731594086,-0.6968406438827515,0.999644935131073
backward,0.6876037120819092,0.21577157080173492,-0.10439915210008621,0.9994685053825378,0.6426001787185669,0.4265124201774597,-0.4994998574256897,0.9987950921058655,0.6734960675239563,0.14438138902187347,-0.9326940774917603,0.9998537302017212,0.8728976845741272,0.2521808445453644,-0.020747143775224686,0.9995463490486145,0.9319628477096558,0.4561087191104889,-0.32587724924087524,0.9995154738426208,0.957186758518219,0.18792389333248138,-0.6990821361541748,0.9996516108512878
backward,0.6999151110649109,0.21743252873420715,-0.08710099756717682,0.9993738532066345,0.6527370810508728,0.4263586401939392,-0.47732946276664734,0.9987720847129822,0.6839732527732849,0.14381720125675201,-0.8884626626968384,0.9998400807380676,0.885951817035675,0.25339841842651367,-0.018463019281625748,0.9994040727615356,0.9458370804786682,0.45545491576194763,-0.3004131019115448,0.9993977546691895,0.9728280901908875,0.18894755840301514,-0.5883448123931885,0.9996038675308228
backward,0.708267331123352,0.21812519431114197,-0.0939517468214035,0.9993867874145508,0.6653100252151489,0.42716184258461,-0.5131186246871948,0.9987754225730896,0.6965619921684265,0.14606806635856628,-0.961098849773407,0.9998432993888855,0.8972261548042297,0.25326862931251526,-0.024896174669265747,0.9993912577629089,0.9545145034790039,0.4552726745605469,-0.30691012740135193,0.999164342880249,0.9858018755912781,0.19189335405826569,-0.5985162258148193,0.9995969533920288
backward,0.7144914269447327,0.21840567886829376,-0.16495580971240997,0.9993965029716492,0.674564003944397,0.4266158938407898,-0.5949143171310425,0.9987701773643494,0.7080639004707336,0.1495441496372223,-1.0197865962982178,0.9998261332511902,0.9050248861312866,0.25318464636802673,-0.025971047580242157,0.999235212802887,0.9622621536254883,0.4538395404815674,-0.2765845060348511,0.9971149563789368,0.9993383884429932,0.19965149462223053,-0.567837655544281,0.9990394711494446
backward,0.7238051891326904,0.2173784077167511,-0.1435898095369339,0.9992947578430176,0.6817018389701843,0.42701464891433716,-0.5490620732307434,0.9985865950584412,0.7174286246299744,0.15817219018936157,-0.959730327129364,0.9997086524963379,0.9137327075004578,0.253128319978714,-0.008950648829340935,0.998084545135498,0.9588525295257568,0.45227158069610596,-0.23432721197605133,0.9870131611824036,1.0013667345046997,0.2244964838027954,-0.5313642621040344,0.9941432476043701
backward,0.7287131547927856,0.20832054316997528,-0.2464197278022766,0.9989928007125854,0.689439594745636,0.4269564151763916,-0.6777883172035217,0.9981133341789246,0.7264028787612915,0.16055025160312653,-1.142143726348877,0.999362051486969,0.9251583218574524,0.25124338269233704,-0.03991168737411499,0.9825605154037476,0.9677180051803589,0.43892955780029297,-0.2484586387872696,0.9306630492210388,1.0297662019729614,0.25468432903289795,-0.5867794752120972,0.9279686212539673
backward,0.7329217195510864,0.20395396649837494,-0.30436912178993225,0.9986448884010315,0.6915374994277954,0.4276745319366455,-0.7490270733833313,0.997513473033905,0.7304158806800842,0.16324186325073242,-1.2663761377334595,0.999087393283844,0.9343881607055664,0.2506072223186493,-0.10281094908714294,0.9718124270439148,0.9770111441612244,0.4316430389881134,-0.22085833549499512,0.8891931176185608,1.0799144506454468,0.35547924041748047,-0.5232802033424377,0.877772867679596
backward,0.7400270104408264,0.19832909107208252,-0.2940790057182312,0.9984923601150513,0.6925392150878906,0.43689361214637756,-0.6920521855354309,0.9973561763763428,0.7372902035713196,0.16108854115009308,-1.1298165321350098,0.9990870356559753,0.9485026597976685,0.25199103355407715,-0.1263233870267868,0.9696510434150696,0.9984796643257141,0.4320995509624481,-0.2797541320323944,0.8813468813896179,1.0860803127288818,0.3461039364337921,-0.6131786108016968,0.8585972785949707
backward,0.7469232678413391,0.1899508833885193,-0.34011921286582947,0.9983661770820618,0.697389543056488,0.4375132620334625,-0.6966792941093445,0.9969427585601807,0.7353886961936951,0.16051359474658966,-1.1446641683578491,0.9989319443702698,0.9557415843009949,0.2505670487880707,-0.1779186725616455,0.9665580987930298,1.0060451030731201,0.43202346563339233,-0.2781684100627899,0.8643761277198792,1.1038854122161865,0.3936830163002014,-0.5926223397254944,0.8170074224472046
backward,0.750767171382904,0.17736633121967316,-0.38634806871414185,0.9979811310768127,0.6975501179695129,0.4371960163116455,-0.8014904260635376,0.9963886737823486,0.7368296980857849,0.15382252633571625,-1.3117108345031738,0.9987651705741882,0.9637095332145691,0.24798552691936493,-0.19787532091140747,0.9602759480476379,1.0088214874267578,0.43252062797546387,-0.28109800815582275,0.8389094471931458,1.1032435894012451,0.4145194888114929,-0.5837451815605164,0.7697910070419312
backward,0.7568150162696838,0.17665845155715942,-0.358348548412323,0.9978901147842407,0.696590781211853,0.43513625860214233,-0.7534869909286499,0.9961836934089661,0.7365691661834717,0.1448928713798523,-1.2062633037567139,0.9986454248428345,0.9681798815727234,0.2468567192554474,-0.1675417274236679,0.9549895524978638,1.0746204853057861,0.4316730499267578,-0.27102598547935486,0.8218163251876831,1.1204472780227661,0.366718053817749,-0.5312446355819702,0.7248759269714355
backward,0.7582899332046509,0.17361414432525635,-0.30876341462135315,0.9975305795669556,0.6943240761756897,0.4286695420742035,-0.7045139074325562,0.995686411857605,0.7390896677970886,0.13430100679397583,-1.1557680368423462,0.9983757734298706,0.9672334790229797,0.2454826682806015,-0.1421777307987213,0.948128342628479,1.0714412927627563,0.430961549282074,-0.3296591341495514,0.8073175549507141,1.111700177192688,0.34871986508369446,-0.697376012802124,0.6889987587928772
backward,0.7589932680130005,0.1708388328552246,-0.3081161677837372,0.997398853302002,0.6915874481201172,0.42262405157089233,-0.7001203894615173,0.9956295490264893,0.7346372604370117,0.13378173112869263,-1.119560718536377,0.9983232021331787,0.9697086811065674,0.24561817944049835,-0.2118227779865265,0.9469439387321472,1.0413122177124023,0.43311136960983276,-0.4983839988708496,0.8093384504318237,1.1025338172912598,0.33779826760292053,-0.9376552700996399,0.6762017607688904
backward,0.7579548358917236,0.17153556644916534,-0.23046556115150452,0.9972607493400574,0.690443754196167,0.42063501477241516,-0.5397252440452576,0.995357096195221,0.7319226861000061,0.13498713076114655,-0.9598989486694336,0.9982907176017761,0.9708425402641296,0.24536457657814026,-0.18014375865459442,0.9366908669471741,1.0369640588760376,0.4332033693790436,-0.4674225151538849,0.7998641729354858,1.0917798280715942,0.33680465817451477,-0.9269557595252991,0.6523276567459106
backward,0.754424512386322,0.1675882488489151,-0.11116340011358261,0.9971358180046082,0.6894873380661011,0.4213924705982208,-0.411410927772522,0.9943773746490479,0.7306479811668396,0.1354667991399765,-0.8023642301559448,0.9981557726860046,0.9700717926025391,0.24371851980686188,-0.11984660476446152,0.93122798204422,1.0016422271728516,0.4377804696559906,-0.389492392539978,0.7792062759399414,1.0893268585205078,0.3356402814388275,-0.80530846118927,0.6318960189819336
backward,0.7527654767036438,0.16909228265285492,-0.08074720203876495,0.9971099495887756,0.6891699433326721,0.4238097071647644,-0.36624935269355774,0.9932398796081543,0.7191438674926758,0.1420406550168991,-0.7591508030891418,0.9979153275489807,0.967647910118103,0.24009080231189728,-0.0793396383523941,0.9255884885787964,0.9831230044364929,0.4407000243663788,-0.33320310711860657,0.7616559267044067,1.0644720792770386,0.3321555256843567,-0.7495193481445312,0.6059101223945618
backward,0.7513900399208069,0.17003972828388214,-0.04523637518286705,0.9971052408218384,0.686363935470581,0.4241331219673157,-0.2010350227355957,0.9913814067840576,0.7071390151977539,0.1506274789571762,-0.4417751729488373,0.9968088865280151,0.9647799134254456,0.2377723753452301,-0.08846605569124222,0.9219211339950562,0.9684314131736755,0.4407884478569031,-0.3466157615184784,0.752948522567749,1.0354511737823486,0.3093324899673462,-0.7296817302703857,0.5817273259162903
backward,0.7510796189308167,0.1702326238155365,-0.06610946357250214,0.9970998764038086,0.6830237507820129,0.4284214973449707,-0.20417775213718414,0.9894114136695862,0.6977220773696899,0.1599169373512268,-0.4268261790275574,0.9959988594055176,0.9624902009963989,0.2358316034078598,-0.09854917228221893,0.9260565042495728,0.9568946957588196,0.4488923251628876,-0.41796883940696716,0.7533570528030396,1.020249366760254,0.27393588423728943,-0.8393519520759583,0.5816464424133301
backward,0.7477368712425232,0.18038398027420044,-0.03281974419951439,0.9972531199455261,0.6781837344169617,0.434665322303772,-0.1596897542476654,0.9891536235809326,0.6873496174812317,0.18028247356414795,-0.3903399109840393,0.9958221316337585,0.9491258263587952,0.2369430661201477,-0.08352966606616974,0.9319946765899658,0.9467247724533081,0.463014155626297,-0.3426397740840912,0.7677463293075562,1.0036823749542236,0.25644367933273315,-0.6941916346549988,0.604637861251831
backward,0.7338452935218811,0.18295642733573914,-0.07094738632440567,0.9973357915878296,0.6673852205276489,0.43602657318115234,-0.28587451577186584,0.9892287254333496,0.6738536357879639,0.17677782475948334,-0.5983850359916687,0.9961228966712952,0.9346237778663635,0.2397942692041397,-0.22900326550006866,0.9386019110679626,0.9545050263404846,0.4717661738395691,-0.5747805237770081,0.7902732491493225,0.9859143495559692,0.16957804560661316,-0.9684198498725891,0.6439191102981567
backward,0.7209165096282959,0.18622371554374695,-0.06360993534326553,0.9974356293678284,0.6548116207122803,0.43640223145484924,-0.2098579853773117,0.989788293838501,0.6641243100166321,0.17630493640899658,-0.5096782445907593,0.9964379668235779,0.9226628541946411,0.24225975573062897,-0.2098778784275055,0.9446179866790771,0.9582140445709229,0.475301057100296,-0.5145299434661865,0.8110084533691406,0.9712051749229431,0.1541653573513031,-0.8728145360946655,0.6794560551643372
backward,0.7069815993309021,0.19173577427864075,-0.043537940829992294,0.9975842833518982,0.6443622708320618,0.43834441900253296,-0.25699904561042786,0.9905701875686646,0.654595136642456,0.18131603300571442,-0.5522814989089966,0.9967630505561829,0.906440794467926,0.24756136536598206,-0.1848153918981552,0.9500927329063416,0.9531492590904236,0.4731912314891815,-0.46476835012435913,0.8298267722129822,0.951420247554779,0.15758031606674194,-0.8299430012702942,0.7114654779434204
backward,0.6927799582481384,0.2054949700832367,-0.06108485907316208,0.9977322816848755,0.628096342086792,0.44203248620033264,-0.2781267762184143,0.9912221431732178,0.6417039036750793,0.19218868017196655,-0.7073980569839478,0.9970344305038452,0.8881151080131531,0.2524002194404602,-0.17428776621818542,0.9550032615661621,0.9396870136260986,0.47156667709350586,-0.45360681414604187,0.8466739058494568,0.9344767332077026,0.1595945954322815,-0.741306483745575,0.7402271628379822
backward,0.6778753995895386,0.21303316950798035,-0.02622121572494507,0.9978659749031067,0.619970440864563,0.4488357901573181,-0.20486482977867126,0.9918022751808167,0.6300196051597595,0.20125359296798706,-0.5261257290840149,0.9972814917564392,0.8742053508758545,0.2531396448612213,-0.13782553374767303,0.959438681602478,0.9244309663772583,0.4732325077056885,-0.36155739426612854,0.8618770837783813,0.918125569820404,0.1683616191148758,-0.6246381998062134,0.7661405801773071
backward,0.6614013314247131,0.21708428859710693,-0.04833175987005234,0.9980092644691467,0.6022688746452332,0.4553520977497101,-0.23664827644824982,0.9923491477966309,0.61570143699646,0.20482946932315826,-0.6727920770645142,0.9975056052207947,0.8553647398948669,0.25304660201072693,-0.1468762308359146,0.9634518623352051,0.9070460200309753,0.4726209044456482,-0.3716292977333069,0.8755694031715393,0.900967538356781,0.17400583624839783,-0.6616523265838623,0.7894530892372131
backward,0.6499345302581787,0.22169914841651917,-0.0017304099164903164,0.9981877207756042,0.5948609709739685,0.4577774107456207,-0.21918807923793793,0.9930111169815063,0.6038405299186707,0.21468918025493622,-0.6438549757003784,0.9977512359619141,0.8388650417327881,0.2524738311767578,-0.10175840556621552,0.9670906066894531,0.8791611194610596,0.4729929268360138,-0.30056238174438477,0.8879483342170715,0.8765401840209961,0.18001878261566162,-0.5844098925590515,0.8104923367500305
